JD V-C s1 V-K1 s2 V-K2 s3 V-K3 s4 V-K4 s5 C1-K1 s6 C1-K2 s7 C1-K3 s8 C1-K4 s9 C2-K1 s10 C2-K2 s11 C2-K3 s12 C2-K4 s13 C3-K1 s14 C3-K2 s15 C3-K3 s16 C3-K4 s17 C4-K1 s18 C4-K2 s19 C4-K3 s20 C4-K4 s21 C5-K1 s22 C5-K2 s23 C5-K3 s24 C5-K4 s25 K1-K2 s26 K1-K3 s27 K1-K4 s28 K2-K3 s29 K2-K4 s30 K3-K4 s31
Aperture: 6, Filter: L, JD: geocentric
2459492.4104051 0.04155 0.00363 -0.35065 0.00509 0.20023 0.00445 0.02782 0.00462 -0.82545 0.00586 -0.60080 0.00486 -0.04991 0.00419 -0.22232 0.00437 -1.07559 0.00567 -0.39500 0.00504 0.15589 0.00440 -0.01652 0.00457 -0.86979 0.00582 -0.06521 0.00540 0.48568 0.00481 0.31327 0.00496 -0.54000 0.00614 0.35279 0.00599 0.90368 0.00546 0.73127 0.00560 -0.12200 0.00666 -0.86252 0.00467 -0.31163 0.00396 -0.48404 0.00415 -1.33732 0.00550 0.55089 0.00490 0.37848 0.00506 -0.47480 0.00621 -0.17241 0.00442 -1.02568 0.00570 -0.85327 0.00584
2459492.4111690 0.04202 0.00363 -0.35233 0.00509 0.19580 0.00446 0.03269 0.00462 -0.81908 0.00585 -0.60032 0.00486 -0.05219 0.00420 -0.21530 0.00437 -1.06707 0.00565 -0.39824 0.00504 0.14989 0.00440 -0.01321 0.00457 -0.86498 0.00581 -0.06961 0.00540 0.47852 0.00481 0.31542 0.00496 -0.53635 0.00612 0.34929 0.00599 0.89742 0.00547 0.73431 0.00560 -0.11746 0.00665 -0.86449 0.00467 -0.31636 0.00397 -0.47947 0.00415 -1.33124 0.00549 0.54813 0.00491 0.38503 0.00506 -0.46674 0.00620 -0.16310 0.00442 -1.01487 0.00569 -0.85177 0.00582
2459492.4119329 0.03586 0.00363 -0.35824 0.00509 0.18686 0.00446 0.02237 0.00462 -0.83391 0.00587 -0.59867 0.00487 -0.05357 0.00421 -0.21807 0.00438 -1.07434 0.00568 -0.39556 0.00505 0.14954 0.00442 -0.01496 0.00458 -0.87123 0.00584 -0.07129 0.00540 0.47381 0.00481 0.30932 0.00496 -0.54696 0.00615 0.35489 0.00601 0.89999 0.00549 0.73550 0.00562 -0.12078 0.00669 -0.86773 0.00467 -0.32263 0.00398 -0.48712 0.00416 -1.34340 0.00551 0.54510 0.00492 0.38061 0.00506 -0.47567 0.00623 -0.16449 0.00443 -1.02077 0.00572 -0.85628 0.00585
2459492.4126852 0.04203 0.00364 -0.34704 0.00510 0.19764 0.00447 0.03516 0.00463 -0.82196 0.00587 -0.59224 0.00487 -0.04756 0.00421 -0.21004 0.00438 -1.06716 0.00568 -0.39229 0.00505 0.15239 0.00442 -0.01009 0.00458 -0.86721 0.00584 -0.06713 0.00541 0.47755 0.00482 0.31508 0.00497 -0.54205 0.00614 0.35112 0.00601 0.89579 0.00548 0.73332 0.00561 -0.12380 0.00668 -0.85937 0.00467 -0.31469 0.00398 -0.47716 0.00416 -1.33429 0.00551 0.54468 0.00491 0.38220 0.00506 -0.47492 0.00622 -0.16248 0.00443 -1.01960 0.00572 -0.85712 0.00584
2459492.4134491 0.04240 0.00364 -0.35243 0.00510 0.19775 0.00447 0.03232 0.00463 -0.82350 0.00588 -0.60406 0.00487 -0.05388 0.00420 -0.21930 0.00438 -1.07513 0.00568 -0.39486 0.00506 0.15532 0.00442 -0.01010 0.00459 -0.86593 0.00585 -0.06977 0.00541 0.48041 0.00482 0.31498 0.00497 -0.54084 0.00615 0.34918 0.00601 0.89937 0.00548 0.73394 0.00562 -0.12189 0.00669 -0.86519 0.00468 -0.31501 0.00398 -0.48043 0.00416 -1.33626 0.00552 0.55018 0.00492 0.38476 0.00507 -0.47107 0.00623 -0.16543 0.00443 -1.02125 0.00573 -0.85583 0.00585
2459492.4142014 0.03994 0.00363 -0.34529 0.00508 0.19875 0.00446 0.03003 0.00462 -0.83253 0.00588 -0.59144 0.00486 -0.04740 0.00420 -0.21612 0.00438 -1.07868 0.00569 -0.38824 0.00504 0.15580 0.00441 -0.01292 0.00458 -0.87548 0.00585 -0.06224 0.00540 0.48180 0.00481 0.31308 0.00497 -0.54947 0.00616 0.35152 0.00599 0.89555 0.00546 0.72683 0.00560 -0.13572 0.00668 -0.85263 0.00467 -0.30860 0.00397 -0.47732 0.00416 -1.33987 0.00553 0.54403 0.00490 0.37531 0.00506 -0.48724 0.00623 -0.16872 0.00443 -1.03127 0.00573 -0.86255 0.00586
2459492.4149653 0.04446 0.00363 -0.35097 0.00510 0.20254 0.00446 0.03128 0.00463 -0.82284 0.00587 -0.60233 0.00487 -0.04881 0.00420 -0.22007 0.00438 -1.07419 0.00567 -0.39959 0.00505 0.15393 0.00441 -0.01734 0.00458 -0.87145 0.00583 -0.07444 0.00540 0.47908 0.00480 0.30781 0.00496 -0.54630 0.00613 0.35126 0.00601 0.90478 0.00548 0.73351 0.00562 -0.12060 0.00668 -0.86385 0.00468 -0.31034 0.00397 -0.48160 0.00416 -1.33572 0.00551 0.55352 0.00491 0.38225 0.00507 -0.47186 0.00622 -0.17126 0.00443 -1.02538 0.00571 -0.85412 0.00584
2459492.4157292 0.03687 0.00363 -0.35684 0.00510 0.19218 0.00446 0.02641 0.00463 -0.83108 0.00588 -0.59631 0.00488 -0.04729 0.00421 -0.21306 0.00439 -1.07055 0.00569 -0.39711 0.00506 0.15190 0.00442 -0.01386 0.00458 -0.87136 0.00584 -0.07088 0.00541 0.47814 0.00482 0.31237 0.00497 -0.54512 0.00615 0.34870 0.00601 0.89772 0.00548 0.73195 0.00562 -0.12554 0.00669 -0.86549 0.00468 -0.31647 0.00398 -0.48224 0.00416 -1.33973 0.00552 0.54902 0.00492 0.38325 0.00507 -0.47424 0.00623 -0.16577 0.00443 -1.02326 0.00573 -0.85749 0.00585
2459492.4164815 0.03955 0.00363 -0.35152 0.00509 0.20083 0.00445 0.02874 0.00462 -0.82355 0.00586 -0.59637 0.00487 -0.04402 0.00420 -0.21611 0.00438 -1.06840 0.00567 -0.39140 0.00505 0.16095 0.00441 -0.01115 0.00458 -0.86343 0.00583 -0.06575 0.00541 0.48660 0.00481 0.31451 0.00497 -0.53778 0.00614 0.34984 0.00600 0.90219 0.00547 0.73009 0.00561 -0.12219 0.00667 -0.86344 0.00467 -0.31109 0.00397 -0.48318 0.00416 -1.33547 0.00550 0.55235 0.00491 0.38026 0.00507 -0.47203 0.00622 -0.17209 0.00442 -1.02438 0.00571 -0.85229 0.00584
2459492.4172454 0.03520 0.00363 -0.34991 0.00509 0.18842 0.00446 0.02005 0.00463 -0.82831 0.00587 -0.59133 0.00487 -0.05301 0.00421 -0.22138 0.00439 -1.06973 0.00569 -0.38833 0.00505 0.14999 0.00442 -0.01837 0.00459 -0.86673 0.00584 -0.05937 0.00541 0.47896 0.00483 0.31059 0.00498 -0.53777 0.00616 0.35182 0.00599 0.89014 0.00548 0.72177 0.00562 -0.12659 0.00668 -0.85377 0.00467 -0.31545 0.00399 -0.48382 0.00417 -1.33218 0.00552 0.53832 0.00491 0.36995 0.00507 -0.47840 0.00622 -0.16837 0.00444 -1.01673 0.00573 -0.84836 0.00586
2459492.4179977 0.03911 0.00364 -0.35079 0.00511 0.19910 0.00447 0.02581 0.00464 -0.82669 0.00589 -0.59552 0.00488 -0.04563 0.00421 -0.21892 0.00439 -1.07142 0.00570 -0.38926 0.00507 0.16064 0.00443 -0.01266 0.00460 -0.86516 0.00586 -0.06913 0.00542 0.48076 0.00482 0.30747 0.00498 -0.54503 0.00616 0.35323 0.00602 0.90312 0.00549 0.72983 0.00563 -0.12267 0.00670 -0.86119 0.00468 -0.31130 0.00398 -0.48459 0.00417 -1.33710 0.00553 0.54989 0.00492 0.37660 0.00508 -0.47590 0.00624 -0.17330 0.00444 -1.02580 0.00573 -0.85250 0.00587
2459492.4187500 0.03660 0.00364 -0.35231 0.00510 0.19210 0.00447 0.01800 0.00465 -0.82675 0.00588 -0.59624 0.00488 -0.05182 0.00422 -0.22592 0.00440 -1.07068 0.00569 -0.39523 0.00506 0.14918 0.00442 -0.02491 0.00460 -0.86967 0.00585 -0.06199 0.00542 0.48243 0.00483 0.30833 0.00500 -0.53642 0.00616 0.36006 0.00603 0.90448 0.00551 0.73038 0.00565 -0.11438 0.00671 -0.85920 0.00468 -0.31478 0.00399 -0.48888 0.00418 -1.33364 0.00553 0.54442 0.00492 0.37032 0.00508 -0.47444 0.00624 -0.17410 0.00445 -1.01885 0.00573 -0.84475 0.00587
2459492.4195255 0.04091 0.00365 -0.35125 0.00511 0.19591 0.00448 0.02942 0.00464 -0.82148 0.00589 -0.60014 0.00489 -0.05298 0.00422 -0.21947 0.00439 -1.07037 0.00569 -0.39551 0.00507 0.15164 0.00443 -0.01485 0.00460 -0.86575 0.00585 -0.06465 0.00543 0.48250 0.00484 0.31601 0.00499 -0.53488 0.00617 0.35557 0.00603 0.90272 0.00551 0.73624 0.00564 -0.11466 0.00670 -0.86372 0.00469 -0.31657 0.00399 -0.48306 0.00417 -1.33396 0.00553 0.54715 0.00494 0.38067 0.00508 -0.47023 0.00624 -0.16649 0.00445 -1.01738 0.00574 -0.85090 0.00586
2459492.4209722 0.03468 0.00365 -0.35085 0.00512 0.19566 0.00449 0.02654 0.00465 -0.83154 0.00592 -0.59207 0.00490 -0.04556 0.00423 -0.21468 0.00441 -1.07276 0.00573 -0.38561 0.00509 0.16089 0.00445 -0.00822 0.00462 -0.86631 0.00589 -0.06466 0.00544 0.48184 0.00484 0.31273 0.00500 -0.54535 0.00619 0.36058 0.00605 0.90709 0.00552 0.73797 0.00566 -0.12011 0.00674 -0.85662 0.00470 -0.31011 0.00400 -0.47923 0.00419 -1.33731 0.00556 0.54650 0.00494 0.37739 0.00510 -0.48069 0.00627 -0.16912 0.00446 -1.02720 0.00576 -0.85808 0.00589
2459492.4217361 0.03425 0.00366 -0.35081 0.00513 0.19552 0.00449 0.03022 0.00466 -0.82445 0.00591 -0.59938 0.00490 -0.05305 0.00423 -0.21835 0.00441 -1.07302 0.00571 -0.38530 0.00509 0.16104 0.00445 -0.00427 0.00462 -0.85893 0.00588 -0.05854 0.00545 0.48779 0.00486 0.32249 0.00501 -0.53218 0.00619 0.36503 0.00607 0.91136 0.00554 0.74606 0.00567 -0.10861 0.00674 -0.85396 0.00471 -0.30762 0.00401 -0.47293 0.00419 -1.32759 0.00555 0.54633 0.00495 0.38103 0.00510 -0.47364 0.00626 -0.16530 0.00446 -1.01997 0.00575 -0.85467 0.00588
2459492.4224884 0.03109 0.00364 -0.35840 0.00512 0.18880 0.00448 0.01799 0.00465 -0.83410 0.00590 -0.60286 0.00489 -0.05566 0.00422 -0.22647 0.00440 -1.07856 0.00571 -0.38665 0.00509 0.16055 0.00445 -0.01026 0.00462 -0.86235 0.00588 -0.07115 0.00543 0.47605 0.00484 0.30524 0.00500 -0.54685 0.00618 0.36052 0.00606 0.90772 0.00553 0.73691 0.00567 -0.11519 0.00673 -0.85715 0.00470 -0.30995 0.00400 -0.48075 0.00419 -1.33285 0.00555 0.54720 0.00494 0.37639 0.00510 -0.47570 0.00626 -0.17081 0.00446 -1.02290 0.00575 -0.85209 0.00588
2459492.4232523 0.02701 0.00365 -0.35896 0.00512 0.19353 0.00448 0.01777 0.00465 -0.83070 0.00590 -0.59716 0.00490 -0.04468 0.00423 -0.22044 0.00441 -1.06890 0.00571 -0.38775 0.00509 0.16474 0.00445 -0.01103 0.00462 -0.85949 0.00587 -0.06425 0.00545 0.48824 0.00485 0.31248 0.00501 -0.53598 0.00619 0.35824 0.00606 0.91072 0.00553 0.73496 0.00567 -0.11350 0.00673 -0.85210 0.00471 -0.29961 0.00401 -0.47537 0.00420 -1.32383 0.00555 0.55249 0.00494 0.37673 0.00510 -0.47174 0.00626 -0.17576 0.00446 -1.02422 0.00575 -0.84846 0.00588
2459492.4240046 0.02888 0.00364 -0.36600 0.00513 0.18979 0.00448 0.01828 0.00465 -0.83497 0.00590 -0.60640 0.00491 -0.05061 0.00423 -0.22212 0.00441 -1.07537 0.00571 -0.39138 0.00510 0.16442 0.00445 -0.00710 0.00462 -0.86035 0.00588 -0.07559 0.00545 0.48020 0.00485 0.30869 0.00500 -0.54456 0.00618 0.35217 0.00606 0.90797 0.00552 0.73646 0.00566 -0.11680 0.00673 -0.86396 0.00471 -0.30816 0.00400 -0.47967 0.00419 -1.33293 0.00555 0.55579 0.00495 0.38428 0.00511 -0.46897 0.00627 -0.17151 0.00446 -1.02476 0.00575 -0.85325 0.00589
2459492.4247685 0.03246 0.00365 -0.36182 0.00513 0.19159 0.00449 0.02204 0.00466 -0.83384 0.00592 -0.60203 0.00491 -0.04862 0.00424 -0.21817 0.00441 -1.07405 0.00573 -0.39401 0.00510 0.15940 0.00445 -0.01015 0.00462 -0.86603 0.00589 -0.06874 0.00546 0.48467 0.00486 0.31512 0.00501 -0.54077 0.00620 0.35448 0.00607 0.90788 0.00554 0.73834 0.00567 -0.11755 0.00675 -0.86776 0.00471 -0.31436 0.00400 -0.48390 0.00419 -1.33979 0.00556 0.55341 0.00496 0.38386 0.00511 -0.47203 0.00628 -0.16955 0.00446 -1.02543 0.00577 -0.85589 0.00590
2459492.4255324 0.02580 0.00364 -0.35909 0.00511 0.18226 0.00448 0.01591 0.00465 -0.83859 0.00590 -0.59792 0.00489 -0.05657 0.00423 -0.22292 0.00441 -1.07742 0.00571 -0.38577 0.00508 0.15558 0.00445 -0.01078 0.00462 -0.86527 0.00588 -0.05547 0.00545 0.48588 0.00486 0.31952 0.00502 -0.53498 0.00619 0.36235 0.00605 0.90370 0.00553 0.73734 0.00566 -0.11716 0.00673 -0.85485 0.00470 -0.31350 0.00401 -0.47986 0.00419 -1.33435 0.00555 0.54135 0.00494 0.37499 0.00510 -0.47950 0.00626 -0.16636 0.00446 -1.02085 0.00576 -0.85450 0.00589
2459492.4262847 0.02290 0.00364 -0.36685 0.00512 0.18097 0.00448 0.01614 0.00464 -0.83526 0.00590 -0.60065 0.00491 -0.05283 0.00424 -0.21766 0.00441 -1.06906 0.00571 -0.39253 0.00510 0.15529 0.00445 -0.00954 0.00462 -0.86094 0.00588 -0.06613 0.00546 0.48169 0.00486 0.31686 0.00501 -0.53454 0.00619 0.36050 0.00607 0.90832 0.00554 0.74349 0.00567 -0.10791 0.00674 -0.85836 0.00472 -0.31053 0.00401 -0.47537 0.00419 -1.32677 0.00555 0.54782 0.00496 0.38299 0.00511 -0.46841 0.00627 -0.16483 0.00446 -1.01623 0.00575 -0.85140 0.00588
2459492.4270602 0.02192 0.00364 -0.36358 0.00511 0.18350 0.00448 0.01781 0.00464 -0.84101 0.00590 -0.59538 0.00490 -0.04830 0.00423 -0.21398 0.00441 -1.07281 0.00572 -0.39019 0.00509 0.15689 0.00445 -0.00879 0.00461 -0.86762 0.00588 -0.05768 0.00545 0.48939 0.00486 0.32371 0.00501 -0.53512 0.00620 0.36489 0.00606 0.91197 0.00554 0.74628 0.00567 -0.11254 0.00674 -0.85571 0.00471 -0.30863 0.00401 -0.47432 0.00419 -1.33314 0.00555 0.54708 0.00495 0.38139 0.00509 -0.47743 0.00626 -0.16568 0.00446 -1.02451 0.00576 -0.85882 0.00589
2459492.4278241 0.02051 0.00363 -0.36198 0.00510 0.17965 0.00447 0.00803 0.00465 -0.83800 0.00589 -0.59901 0.00489 -0.05738 0.00423 -0.22900 0.00441 -1.07503 0.00571 -0.38371 0.00508 0.15792 0.00445 -0.01370 0.00462 -0.85973 0.00588 -0.06282 0.00544 0.47881 0.00485 0.30719 0.00501 -0.53884 0.00618 0.36525 0.00605 0.90688 0.00553 0.73526 0.00567 -0.11077 0.00673 -0.84490 0.00470 -0.30327 0.00401 -0.47489 0.00420 -1.32092 0.00555 0.54163 0.00494 0.37001 0.00510 -0.47602 0.00625 -0.17162 0.00447 -1.01765 0.00575 -0.84603 0.00589
2459492.4285880 0.02347 0.00364 -0.37319 0.00513 0.18383 0.00448 0.01240 0.00465 -0.84351 0.00591 -0.60784 0.00492 -0.05082 0.00423 -0.22225 0.00442 -1.07816 0.00573 -0.39714 0.00510 0.15988 0.00445 -0.01155 0.00462 -0.86746 0.00589 -0.06737 0.00547 0.48965 0.00486 0.31822 0.00502 -0.53769 0.00620 0.34427 0.00606 0.90129 0.00552 0.72986 0.00566 -0.12605 0.00673 -0.86623 0.00472 -0.30921 0.00401 -0.48064 0.00420 -1.33655 0.00556 0.55702 0.00496 0.38559 0.00512 -0.47032 0.00628 -0.17143 0.00447 -1.02734 0.00576 -0.85591 0.00590
2459492.4293403 0.01803 0.00364 -0.37566 0.00513 0.17751 0.00448 0.00964 0.00465 -0.83960 0.00589 -0.60398 0.00492 -0.05080 0.00424 -0.21867 0.00442 -1.06792 0.00571 -0.39278 0.00511 0.16040 0.00446 -0.00747 0.00463 -0.85672 0.00588 -0.07135 0.00546 0.48183 0.00486 0.31396 0.00501 -0.53529 0.00619 0.35504 0.00608 0.90822 0.00554 0.74035 0.00568 -0.10890 0.00674 -0.86408 0.00472 -0.31091 0.00401 -0.47878 0.00420 -1.32802 0.00555 0.55318 0.00497 0.38531 0.00512 -0.46394 0.00627 -0.16787 0.00447 -1.01712 0.00575 -0.84925 0.00588
2459492.4301042 0.01293 0.00363 -0.37997 0.00511 0.17023 0.00447 0.00564 0.00464 -0.85201 0.00590 -0.60069 0.00491 -0.05048 0.00424 -0.21508 0.00441 -1.07273 0.00573 -0.39309 0.00510 0.15712 0.00445 -0.00748 0.00462 -0.86513 0.00589 -0.07415 0.00545 0.47606 0.00485 0.31146 0.00501 -0.54618 0.00619 0.35339 0.00606 0.90360 0.00553 0.73900 0.00567 -0.11864 0.00674 -0.86202 0.00472 -0.31181 0.00401 -0.47641 0.00419 -1.33405 0.00556 0.55021 0.00496 0.38561 0.00511 -0.47203 0.00628 -0.16460 0.00446 -1.02224 0.00577 -0.85764 0.00590
2459492.4308681 0.01559 0.00364 -0.37245 0.00512 0.18028 0.00447 0.00998 0.00464 -0.84307 0.00590 -0.60011 0.00491 -0.04738 0.00424 -0.21768 0.00441 -1.07073 0.00572 -0.38388 0.00511 0.16886 0.00446 -0.00145 0.00463 -0.85449 0.00589 -0.06467 0.00546 0.48806 0.00486 0.31775 0.00502 -0.53529 0.00620 0.35467 0.00607 0.90740 0.00553 0.73709 0.00567 -0.11595 0.00674 -0.85766 0.00472 -0.30492 0.00401 -0.47523 0.00420 -1.32827 0.00556 0.55274 0.00496 0.38243 0.00511 -0.47062 0.00627 -0.17031 0.00446 -1.02335 0.00576 -0.85305 0.00589
2459492.4316204 0.01723 0.00364 -0.37606 0.00513 0.17591 0.00448 0.01230 0.00464 -0.84277 0.00591 -0.60233 0.00492 -0.05036 0.00424 -0.21397 0.00442 -1.06904 0.00573 -0.39676 0.00511 0.15521 0.00446 -0.00840 0.00462 -0.86347 0.00589 -0.06724 0.00547 0.48473 0.00487 0.32112 0.00502 -0.53395 0.00621 0.35149 0.00608 0.90346 0.00554 0.73985 0.00567 -0.11522 0.00675 -0.86229 0.00473 -0.31033 0.00402 -0.47394 0.00420 -1.32901 0.00556 0.55197 0.00497 0.38836 0.00512 -0.46671 0.00628 -0.16361 0.00446 -1.01868 0.00577 -0.85507 0.00590
2459492.4323843 0.01665 0.00364 -0.37451 0.00513 0.17522 0.00448 0.00885 0.00465 -0.84616 0.00591 -0.60086 0.00492 -0.05113 0.00425 -0.21750 0.00442 -1.07251 0.00574 -0.39518 0.00511 0.15456 0.00446 -0.01181 0.00463 -0.86683 0.00590 -0.06640 0.00547 0.48333 0.00487 0.31696 0.00502 -0.53805 0.00621 0.35470 0.00608 0.90443 0.00554 0.73806 0.00568 -0.11695 0.00675 -0.85904 0.00473 -0.30931 0.00402 -0.47567 0.00420 -1.33069 0.00557 0.54973 0.00497 0.38336 0.00512 -0.47165 0.00629 -0.16637 0.00447 -1.02138 0.00577 -0.85502 0.00590
2459492.4331366 0.01558 0.00364 -0.37467 0.00513 0.17974 0.00448 0.00872 0.00465 -0.84151 0.00590 -0.59927 0.00493 -0.04486 0.00424 -0.21589 0.00442 -1.06612 0.00573 -0.38723 0.00512 0.16718 0.00447 -0.00384 0.00464 -0.85407 0.00589 -0.06808 0.00547 0.48633 0.00487 0.31530 0.00502 -0.53493 0.00620 0.35387 0.00608 0.90828 0.00554 0.73725 0.00568 -0.11298 0.00675 -0.86139 0.00473 -0.30698 0.00401 -0.47801 0.00420 -1.32824 0.00556 0.55441 0.00497 0.38338 0.00512 -0.46685 0.00628 -0.17103 0.00447 -1.02126 0.00576 -0.85023 0.00590
2459492.4339120 0.02194 0.00365 -0.37126 0.00514 0.17771 0.00449 0.01920 0.00465 -0.84560 0.00592 -0.60234 0.00493 -0.05336 0.00425 -0.21187 0.00442 -1.07667 0.00574 -0.39777 0.00511 0.15121 0.00446 -0.00731 0.00462 -0.87211 0.00590 -0.06776 0.00548 0.48122 0.00488 0.32271 0.00502 -0.54209 0.00622 0.35628 0.00609 0.90526 0.00556 0.74675 0.00569 -0.11805 0.00677 -0.86267 0.00473 -0.31369 0.00402 -0.47220 0.00420 -1.33701 0.00557 0.54898 0.00498 0.39047 0.00512 -0.47434 0.00630 -0.15851 0.00447 -1.02331 0.00578 -0.86480 0.00591
2459492.4346759 0.02259 0.00365 -0.36947 0.00514 0.18445 0.00449 0.01383 0.00466 -0.84090 0.00593 -0.59916 0.00493 -0.04524 0.00425 -0.21587 0.00443 -1.07059 0.00575 -0.39527 0.00512 0.15865 0.00446 -0.01198 0.00464 -0.86670 0.00591 -0.06825 0.00548 0.48567 0.00487 0.31504 0.00503 -0.53968 0.00622 0.35949 0.00610 0.91341 0.00556 0.74278 0.00570 -0.11194 0.00677 -0.86389 0.00473 -0.30997 0.00402 -0.48059 0.00421 -1.33532 0.00558 0.55392 0.00497 0.38329 0.00513 -0.47143 0.00630 -0.17063 0.00448 -1.02535 0.00578 -0.85472 0.00592
2459492.4354282 0.01626 0.00365 -0.37345 0.00514 0.17879 0.00449 0.00649 0.00466 -0.85645 0.00595 -0.60040 0.00493 -0.04816 0.00425 -0.22046 0.00443 -1.08341 0.00577 -0.39231 0.00512 0.15993 0.00447 -0.01237 0.00464 -0.87531 0.00593 -0.06240 0.00548 0.48984 0.00488 0.31754 0.00504 -0.54541 0.00625 0.35582 0.00608 0.90805 0.00555 0.73575 0.00569 -0.12719 0.00678 -0.85883 0.00473 -0.30660 0.00403 -0.47890 0.00421 -1.34184 0.00560 0.55223 0.00497 0.37994 0.00513 -0.48301 0.00632 -0.17229 0.00448 -1.03524 0.00581 -0.86295 0.00594
2459492.4361921 0.01906 0.00365 -0.37057 0.00514 0.17780 0.00449 0.01078 0.00466 -0.84222 0.00592 -0.59379 0.00493 -0.04542 0.00426 -0.21244 0.00444 -1.06544 0.00575 -0.39089 0.00512 0.15748 0.00447 -0.00954 0.00464 -0.86254 0.00590 -0.06700 0.00547 0.48136 0.00487 0.31434 0.00503 -0.53866 0.00622 0.35332 0.00608 0.90169 0.00555 0.73467 0.00569 -0.11833 0.00676 -0.86166 0.00473 -0.31330 0.00402 -0.48032 0.00421 -1.33332 0.00557 0.54837 0.00497 0.38135 0.00512 -0.47166 0.00629 -0.16702 0.00448 -1.02002 0.00578 -0.85300 0.00591
2459492.4369560 0.01661 0.00365 -0.37537 0.00514 0.17749 0.00449 0.00845 0.00466 -0.84458 0.00593 -0.59609 0.00494 -0.04323 0.00426 -0.21228 0.00444 -1.06531 0.00576 -0.39442 0.00513 0.15844 0.00447 -0.01060 0.00464 -0.86364 0.00591 -0.07162 0.00548 0.48124 0.00488 0.31220 0.00503 -0.54084 0.00622 0.34986 0.00609 0.90272 0.00555 0.73368 0.00569 -0.11935 0.00677 -0.86183 0.00474 -0.30897 0.00403 -0.47801 0.00422 -1.33104 0.00558 0.55286 0.00498 0.38382 0.00514 -0.46921 0.00631 -0.16904 0.00448 -1.02207 0.00579 -0.85303 0.00592
2459492.4377199 0.02305 0.00366 -0.36924 0.00514 0.17737 0.00450 0.01224 0.00467 -0.84223 0.00594 -0.59721 0.00493 -0.05060 0.00426 -0.21573 0.00444 -1.07020 0.00576 -0.39327 0.00512 0.15335 0.00448 -0.01179 0.00464 -0.86626 0.00592 -0.07016 0.00547 0.47645 0.00488 0.31132 0.00503 -0.54315 0.00623 0.35005 0.00608 0.89666 0.00555 0.73152 0.00569 -0.12295 0.00677 -0.86347 0.00473 -0.31686 0.00403 -0.48199 0.00421 -1.33646 0.00559 0.54661 0.00498 0.38148 0.00513 -0.47299 0.00631 -0.16514 0.00449 -1.01960 0.00580 -0.85447 0.00593
2459492.4384722 0.01449 0.00365 -0.38222 0.00516 0.17393 0.00450 0.00923 0.00467 -0.85259 0.00595 -0.60416 0.00496 -0.04801 0.00427 -0.21271 0.00444 -1.07453 0.00577 -0.39475 0.00515 0.16141 0.00449 -0.00330 0.00465 -0.86512 0.00593 -0.07338 0.00550 0.48278 0.00489 0.31808 0.00504 -0.54375 0.00625 0.34866 0.00611 0.90482 0.00557 0.74011 0.00570 -0.12171 0.00679 -0.86939 0.00476 -0.31323 0.00403 -0.47793 0.00422 -1.33976 0.00560 0.55616 0.00500 0.39146 0.00515 -0.47037 0.00633 -0.16470 0.00449 -1.02653 0.00581 -0.86182 0.00594
2459492.4392477 0.02136 0.00366 -0.37601 0.00516 0.17659 0.00451 0.01510 0.00467 -0.84489 0.00595 -0.60175 0.00495 -0.04915 0.00427 -0.21064 0.00444 -1.07063 0.00577 -0.39889 0.00514 0.15371 0.00448 -0.00778 0.00465 -0.86776 0.00593 -0.07309 0.00550 0.47951 0.00489 0.31802 0.00504 -0.54196 0.00624 0.34894 0.00611 0.90154 0.00557 0.74006 0.00570 -0.11993 0.00679 -0.87095 0.00475 -0.31835 0.00404 -0.47984 0.00421 -1.33983 0.00560 0.55260 0.00500 0.39111 0.00515 -0.46887 0.00633 -0.16149 0.00449 -1.02147 0.00581 -0.85999 0.00593
2459492.4400000 0.02099 0.00366 -0.37187 0.00516 0.18166 0.00451 0.02136 0.00467 -0.84375 0.00595 -0.59873 0.00495 -0.04521 0.00427 -0.20551 0.00444 -1.07061 0.00577 -0.39723 0.00513 0.15629 0.00448 -0.00401 0.00464 -0.86911 0.00593 -0.06601 0.00550 0.48752 0.00489 0.32722 0.00504 -0.53788 0.00625 0.35448 0.00611 0.90801 0.00557 0.74771 0.00570 -0.11740 0.00680 -0.86498 0.00475 -0.31145 0.00403 -0.47175 0.00421 -1.33685 0.00560 0.55353 0.00499 0.39323 0.00514 -0.47188 0.00633 -0.16030 0.00448 -1.02541 0.00581 -0.86511 0.00593
2459492.4407639 0.01670 0.00365 -0.37678 0.00515 0.17727 0.00450 0.00568 0.00467 -0.84964 0.00595 -0.59941 0.00494 -0.04537 0.00426 -0.21696 0.00444 -1.07227 0.00577 -0.39249 0.00513 0.16155 0.00448 -0.01004 0.00465 -0.86535 0.00593 -0.07149 0.00549 0.48256 0.00488 0.31096 0.00504 -0.54435 0.00624 0.35262 0.00610 0.90666 0.00556 0.73507 0.00571 -0.12024 0.00679 -0.86628 0.00474 -0.31224 0.00403 -0.48383 0.00422 -1.33914 0.00560 0.55405 0.00499 0.38245 0.00514 -0.47286 0.00632 -0.17159 0.00449 -1.02691 0.00580 -0.85531 0.00594
