JD V-C s1 V-K1 s2 V-K2 s3 V-K3 s4 C1-K1 s5 C1-K2 s6 C1-K3 s7 C2-K1 s8 C2-K2 s9 C2-K3 s10 C3-K1 s11 C3-K2 s12 C3-K3 s13 K1-K2 s14 K1-K3 s15 K2-K3 s16
Aperture: 6, Filter: L, JD: geocentric
2459543.5540278 0.51726 0.00951 1.13269 0.00976 0.67040 0.01042 0.06557 0.01190 1.26305 0.01030 0.80075 0.01092 0.19592 0.01235 0.95032 0.00905 0.48802 0.00975 -0.11681 0.01133 0.03000 0.00675 -0.43230 0.00767 -1.03712 0.00959 -0.46230 0.00762 -1.06712 0.00955 -0.60482 0.01021
2459543.5547917 0.50842 0.00948 1.12025 0.00974 0.66028 0.01038 0.04820 0.01190 1.25830 0.01025 0.79833 0.01087 0.18624 0.01232 0.95600 0.00911 0.49603 0.00980 -0.11606 0.01139 0.02281 0.00673 -0.43717 0.00763 -1.04925 0.00959 -0.45997 0.00759 -1.07206 0.00956 -0.61208 0.01022
2459543.5555556 0.50453 0.00953 1.11104 0.00981 0.65671 0.01047 0.04536 0.01199 1.24159 0.01028 0.78726 0.01091 0.17591 0.01237 0.95311 0.00914 0.49877 0.00985 -0.11258 0.01145 0.02013 0.00680 -0.43421 0.00772 -1.04555 0.00968 -0.45433 0.00768 -1.06568 0.00965 -0.61135 0.01032
2459543.5563194 0.50759 0.00953 1.11688 0.00979 0.67058 0.01043 0.05618 0.01195 1.25608 0.01048 0.80978 0.01108 0.19538 0.01252 0.95251 0.00918 0.50622 0.00985 -0.10818 0.01145 0.02056 0.00681 -0.42574 0.00770 -1.04014 0.00966 -0.44630 0.00767 -1.06070 0.00964 -0.61440 0.01028
2459543.5570718 0.50152 0.00943 1.10785 0.00970 0.65375 0.01037 0.05064 0.01182 1.24504 0.01027 0.79095 0.01090 0.18783 0.01229 0.94965 0.00905 0.49555 0.00976 -0.10756 0.01129 0.02015 0.00674 -0.43394 0.00766 -1.03706 0.00953 -0.45409 0.00763 -1.05721 0.00951 -0.60312 0.01018
2459543.5578472 0.50261 0.00966 1.10374 0.00992 0.65314 0.01062 0.04005 0.01217 1.24099 0.01052 0.79040 0.01118 0.17731 0.01266 0.94914 0.00933 0.49855 0.01006 -0.11454 0.01169 0.01259 0.00689 -0.43801 0.00786 -1.05110 0.00986 -0.45060 0.00781 -1.06369 0.00982 -0.61309 0.01052
2459543.5585995 0.50748 0.00996 1.11470 0.01021 0.65793 0.01091 0.04697 0.01245 1.26124 0.01091 0.80447 0.01157 0.19351 0.01304 0.95255 0.00953 0.49577 0.01028 -0.11519 0.01190 0.01530 0.00703 -0.44147 0.00802 -1.05243 0.01001 -0.45677 0.00798 -1.06773 0.00998 -0.61096 0.01070
2459543.5593634 0.50778 0.00992 1.11540 0.01018 0.66202 0.01088 0.05151 0.01246 1.24150 0.01075 0.78811 0.01142 0.17760 0.01293 0.96111 0.00952 0.50772 0.01027 -0.10279 0.01193 0.01872 0.00701 -0.43466 0.00799 -1.04517 0.01004 -0.45339 0.00795 -1.06390 0.01001 -0.61051 0.01072
2459543.5601157 0.50009 0.00992 1.11210 0.01017 0.64329 0.01086 0.04030 0.01245 1.24635 0.01076 0.77755 0.01142 0.17455 0.01293 0.95964 0.00947 0.49083 0.01020 -0.11216 0.01188 0.02542 0.00701 -0.44339 0.00798 -1.04638 0.01003 -0.46880 0.00793 -1.07180 0.00999 -0.60299 0.01069
2459543.5608796 0.49408 0.01026 1.10966 0.01051 0.64967 0.01123 0.04105 0.01288 1.26119 0.01125 0.80119 0.01193 0.19258 0.01348 0.95820 0.00981 0.49820 0.01058 -0.11042 0.01231 0.02749 0.00725 -0.43250 0.00826 -1.04112 0.01039 -0.46000 0.00821 -1.06861 0.01034 -0.60861 0.01108
2459543.5616319 0.48211 0.01009 1.08798 0.01034 0.62994 0.01108 0.02167 0.01271 1.25512 0.01121 0.79708 0.01190 0.18881 0.01343 0.95670 0.00979 0.49866 0.01057 -0.10961 0.01227 0.01314 0.00720 -0.44490 0.00823 -1.05317 0.01032 -0.45804 0.00819 -1.06631 0.01029 -0.60827 0.01103
2459543.5623958 0.48473 0.01215 1.09053 0.01239 0.63845 0.01325 0.02921 0.01534 1.24837 0.01322 0.79628 0.01402 0.18704 0.01601 0.94492 0.01163 0.49284 0.01254 -0.11640 0.01473 0.02018 0.00838 -0.43191 0.00960 -1.04115 0.01233 -0.45208 0.00954 -1.06132 0.01228 -0.60924 0.01315
2459543.5631597 0.48670 0.01496 1.08644 0.01512 0.65360 0.01614 0.02735 0.01873 1.23678 0.01641 0.80394 0.01736 0.17769 0.01979 0.94883 0.01417 0.51599 0.01525 -0.11026 0.01797 0.01167 0.00991 -0.42117 0.01140 -1.04742 0.01485 -0.43284 0.01135 -1.05909 0.01481 -0.62625 0.01585
2459543.5639120 99.99999 9.99999 99.99999 9.99999 99.99999 9.99999 99.99999 9.99999 99.99999 9.99999 99.99999 9.99999 99.99999 9.99999 99.99999 9.99999 99.99999 9.99999 99.99999 9.99999 99.99999 9.99999 99.99999 9.99999 99.99999 9.99999 99.99999 9.99999 99.99999 9.99999 99.99999 9.99999
